date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:15	3356/3356	---M--	200	added ('OK')	text/css	etag:%2253c6bca845d81:0%22	https://luxehotel.webhotel.vn/Files/plugins/owlcarousel/owl.carousel.min.css	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/plugins/owlcarousel/owl.carousel.min.css	(from https://luxehotel.webhotel.vn/)
14:29:16	1018/1018	---M--	200	added ('OK')	text/css	etag:%22ca2e6dca845d81:0%22	https://luxehotel.webhotel.vn/Files/plugins/owlcarousel/owl.theme.default.min.css	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/plugins/owlcarousel/owl.theme.default.min.css	(from https://luxehotel.webhotel.vn/)
14:29:16	1895/1895	---M--	200	added ('OK')	text/css	etag:%2251fa72ca845d81:0%22	https://luxehotel.webhotel.vn/Files/plugins/slick/slick.css	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/plugins/slick/slick.css	(from https://luxehotel.webhotel.vn/)
14:29:16	3349/3349	---M--	200	added ('OK')	text/css	etag:%221b3772ca845d81:0%22	https://luxehotel.webhotel.vn/Files/plugins/slick/slick-theme.css	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/plugins/slick/slick-theme.css	(from https://luxehotel.webhotel.vn/)
14:29:17	8069/8069	---M--	200	added ('OK')	text/css	etag:%223fa49ca845d81:0%22	https://luxehotel.webhotel.vn/Files/plugins/daterangepicker/daterangepicker.css	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/plugins/daterangepicker/daterangepicker.css	(from https://luxehotel.webhotel.vn/)
14:29:17	8339/8339	---M--	200	added ('OK')	image/png	etag:%22425c8d45ecc7d81:0%22	https://luxehotel.webhotel.vn/files/images/logo-dark.png	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/logo-dark.png	(from https://luxehotel.webhotel.vn/)
14:29:18	20946/20946	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:17%20GMT	https://luxehotel.webhotel.vn/Gioi-thieu	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Gioi-thieu.html	(from https://luxehotel.webhotel.vn/)
14:29:18	51470/51470	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:17%20GMT	https://luxehotel.webhotel.vn/phong-nghi	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/phong-nghi.html	(from https://luxehotel.webhotel.vn/)
14:29:18	27334/27334	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:17%20GMT	https://luxehotel.webhotel.vn/phong-nghi/13/phong-senior	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/phong-nghi/13/phong-senior.html	(from https://luxehotel.webhotel.vn/)
14:29:19	26465/26465	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:18%20GMT	https://luxehotel.webhotel.vn/phong-nghi/12/phong-triple	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/phong-nghi/12/phong-triple.html	(from https://luxehotel.webhotel.vn/)
14:29:19	26512/26512	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:18%20GMT	https://luxehotel.webhotel.vn/phong-nghi/1013/phong-connecting	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/phong-nghi/1013/phong-connecting.html	(from https://luxehotel.webhotel.vn/)
14:29:19	26741/26741	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:18%20GMT	https://luxehotel.webhotel.vn/phong-nghi/2014/phong-deluxe	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/phong-nghi/2014/phong-deluxe.html	(from https://luxehotel.webhotel.vn/)
14:29:19	17871/17871	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:18%20GMT	https://luxehotel.webhotel.vn/dich-vu	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/dich-vu.html	(from https://luxehotel.webhotel.vn/)
14:29:20	22619/22619	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:19%20GMT	https://luxehotel.webhotel.vn/tin-tucs	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs.html	(from https://luxehotel.webhotel.vn/)
14:29:20	18522/18522	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:19%20GMT	https://luxehotel.webhotel.vn/gallery	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/gallery.html	(from https://luxehotel.webhotel.vn/)
14:29:20	15574/15574	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:19%20GMT	https://luxehotel.webhotel.vn/lien-he1	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/lien-he1.html	(from https://luxehotel.webhotel.vn/)
14:29:20	144096/144096	---M--	200	added ('OK')	image/jpeg	etag:%2272a03b7fe065d81:0%22	https://luxehotel.webhotel.vn/files/images/bn/slide-02.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/bn/slide-02.jpg	(from https://luxehotel.webhotel.vn/)
14:29:21	90154/90154	---M--	200	added ('OK')	image/jpeg	etag:%22331720face65d81:0%22	https://luxehotel.webhotel.vn/files/images/ab.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/ab.jpg	(from https://luxehotel.webhotel.vn/)
14:29:21	79073/79073	---M--	200	added ('OK')	image/jpeg	etag:%224dfaf4add665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/Triple-Room-with-Balcony/Triple-Room-with-Balcony.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/Triple-Room-with-Balcony/Triple-Room-with-Balcony.jpg	(from https://luxehotel.webhotel.vn/)
14:29:21	80690/80690	---M--	200	added ('OK')	image/jpeg	etag:%223dc67aabd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/Senior-Deluxe-Room/Bedroom-Boos-Apartmen3t.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/Senior-Deluxe-Room/Bedroom-Boos-Apartmen3t.jpg	(from https://luxehotel.webhotel.vn/)
14:29:22	89866/89866	---M--	200	added ('OK')	image/jpeg	etag:%2266156aabd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/Senior-Deluxe-Room/Bedroom-Apartment-4.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/Senior-Deluxe-Room/Bedroom-Apartment-4.jpg	(from https://luxehotel.webhotel.vn/)
14:29:22	78954/78954	---M--	200	added ('OK')	image/jpeg	etag:%22b59fca9dd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-1.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-1.jpg	(from https://luxehotel.webhotel.vn/)
14:29:22	63439/63439	---M--	200	added ('OK')	image/jpeg	etag:%226e15185dd465d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/spa/10.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/spa/10.jpg	(from https://luxehotel.webhotel.vn/)
14:29:22	162219/162219	---M--	200	added ('OK')	image/jpeg	etag:%227588e0c6d465d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/trai-nghiem-do-thi-tinh-te/claudio-guglieri-194323-unsplash-1.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/trai-nghiem-do-thi-tinh-te/claudio-guglieri-194323-unsplash-1.jpg	(from https://luxehotel.webhotel.vn/)
14:29:23	106426/106426	---M--	200	added ('OK')	image/jpeg	etag:%2234a9d251e7c7d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/Nhu-cau-su-dung-xe-don-nguoi-ra-san-bay-tang-cao.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/Nhu-cau-su-dung-xe-don-nguoi-ra-san-bay-tang-cao.jpg	(from https://luxehotel.webhotel.vn/)
14:29:23	122224/122224	---M--	200	added ('OK')	image/jpeg	etag:%22ce48b151e7c7d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/bua-sang-1.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/bua-sang-1.jpg	(from https://luxehotel.webhotel.vn/)
14:29:23	132066/132066	---M--	200	added ('OK')	image/jpeg	etag:%228732dc51e7c7d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/tim-hieu-thu-nhap-cua-huong-dan-vien-du-lich-quoc-te-03.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/tim-hieu-thu-nhap-cua-huong-dan-vien-du-lich-quoc-te-03.jpg	(from https://luxehotel.webhotel.vn/)
14:29:24	122382/122382	---M--	200	added ('OK')	image/jpeg	etag:%22f75ac451e7c7d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/Corallo-FIRE-set-up-e1554377061139.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/Corallo-FIRE-set-up-e1554377061139.jpg	(from https://luxehotel.webhotel.vn/)
14:29:24	30379/30379	---M--	200	added ('OK')	image/jpeg	etag:%22c385e4627666d81:0%22	https://luxehotel.webhotel.vn/Files/files/background.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/files/background.jpg	(from https://luxehotel.webhotel.vn/)
14:29:27	2042/2042	---M--	200	added ('OK')	image/jpeg	etag:%2271aee7519161d71:0%22	https://luxehotel.webhotel.vn/files/files/mike-fleetwood.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/files/mike-fleetwood.jpg	(from https://luxehotel.webhotel.vn/)
14:29:28	1744/1744	---M--	200	added ('OK')	image/png	etag:%226e4180529161d71:0%22	https://luxehotel.webhotel.vn/files/files/tripadvisor.png	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/files/tripadvisor.png	(from https://luxehotel.webhotel.vn/)
14:29:28	2701/2701	---M--	200	added ('OK')	image/jpeg	etag:%22f0aea1519161d71:0%22	https://luxehotel.webhotel.vn/files/files/joanna-roberts.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/files/joanna-roberts.jpg	(from https://luxehotel.webhotel.vn/)
14:29:28	1160/1160	---M--	200	added ('OK')	image/png	etag:%227ef34519161d71:0%22	https://luxehotel.webhotel.vn/files/files/booking.png	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/files/booking.png	(from https://luxehotel.webhotel.vn/)
14:29:28	2612/2612	---M--	200	added ('OK')	image/jpeg	etag:%22a5a0d9509161d71:0%22	https://luxehotel.webhotel.vn/files/files/alex-johnson.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/files/alex-johnson.jpg	(from https://luxehotel.webhotel.vn/)
14:29:29	550511/550511	---M--	200	added ('OK')	image/jpeg	etag:%22578e8ad3da65d81:0%22	https://luxehotel.webhotel.vn/files/images/hotel/5f8b5279e24f16114f5e.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/hotel/5f8b5279e24f16114f5e.jpg	(from https://luxehotel.webhotel.vn/)
14:29:30	17363/17363	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:28%20GMT	https://luxehotel.webhotel.vn/tin-tucs/4150/cho-tinh-sapa	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/4150/cho-tinh-sapa.html	(from https://luxehotel.webhotel.vn/)
14:29:30	106399/106399	---M--	200	added ('OK')	image/jpeg	etag:%22914bf6b9dc65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/Cho_tinh_Sapa_3.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/Cho_tinh_Sapa_3.jpg	(from https://luxehotel.webhotel.vn/)
14:29:32	18403/18403	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:32%20GMT	https://luxehotel.webhotel.vn/tin-tucs/4142/nui-fansipan	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/4142/nui-fansipan.html	(from https://luxehotel.webhotel.vn/)
14:29:32	97311/97311	---M--	200	added ('OK')	image/jpeg	etag:%22ef4f8fe4dd65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/Fansipan-Mountain.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/Fansipan-Mountain.jpg	(from https://luxehotel.webhotel.vn/)
14:29:33	19297/19297	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:33%20GMT	https://luxehotel.webhotel.vn/tin-tucs/4140/%e2%80%8bthac-tinh-yeu	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/4140/%e2%80%8bthac-tinh-yeu.html	(from https://luxehotel.webhotel.vn/)
14:29:33	128628/128628	---M--	200	added ('OK')	image/jpeg	etag:%22a3692badc65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/thac-tinh-yeu-sapa.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/thac-tinh-yeu-sapa.jpg	(from https://luxehotel.webhotel.vn/)
14:29:34	18511/18511	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:34%20GMT	https://luxehotel.webhotel.vn/tin-tucs/4138/nui-ham-rong	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/4138/nui-ham-rong.html	(from https://luxehotel.webhotel.vn/)
14:29:34	93375/93375	---M--	200	added ('OK')	image/jpeg	etag:%225963ae9dd65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/1463025766_nui-ham-rong-1.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/1463025766_nui-ham-rong-1.jpg	(from https://luxehotel.webhotel.vn/)
14:29:35	17708/17708	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:34%20GMT	https://luxehotel.webhotel.vn/tin-tucs/3137/ban-lao-chai-ta-van	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/3137/ban-lao-chai-ta-van.html	(from https://luxehotel.webhotel.vn/)
14:29:35	157154/157154	---M--	200	added ('OK')	image/jpeg	etag:%226defba87dd65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/kham-pha-ban-lao-chai-ta-van-khi-di-du-lich-sapa-3.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/kham-pha-ban-lao-chai-ta-van-khi-di-du-lich-sapa-3.jpg	(from https://luxehotel.webhotel.vn/)
14:29:35	17654/17654	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:35%20GMT	https://luxehotel.webhotel.vn/tin-tucs/3101/ban-cat-cat	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/tin-tucs/3101/ban-cat-cat.html	(from https://luxehotel.webhotel.vn/)
14:29:35	153493/153493	---M--	200	added ('OK')	image/jpeg	etag:%2244e8c6b5dd65d81:0%22	https://luxehotel.webhotel.vn/files/images/news/cac-diem-du-lich-sapa.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/news/cac-diem-du-lich-sapa.jpg	(from https://luxehotel.webhotel.vn/)
14:29:36	80901/80901	---M--	200	added ('OK')	image/jpeg	etag:%223929d49dd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-2.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-2.jpg	(from https://luxehotel.webhotel.vn/)
14:29:36	112074/112074	---M--	200	added ('OK')	image/jpeg	etag:%22c9be5b85e9c7d81:0%22	https://luxehotel.webhotel.vn/files/images/dv/san-bay/Doan-ket-cung-cap-nhieu-loai-xe-phuc-vu-nhu-cau-dua-don-san-bay.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/dv/san-bay/Doan-ket-cung-cap-nhieu-loai-xe-phuc-vu-nhu-cau-dua-don-san-bay.jpg	(from https://luxehotel.webhotel.vn/)
14:29:36	78946/78946	---M--	200	added ('OK')	image/jpeg	etag:%228f15e09dd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-3.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-3.jpg	(from https://luxehotel.webhotel.vn/)
14:29:36	64237/64237	---M--	200	added ('OK')	image/jpeg	etag:%22f13de79dd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-4.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-4.jpg	(from https://luxehotel.webhotel.vn/)
14:29:37	78951/78951	---M--	200	added ('OK')	image/jpeg	etag:%221363ee9dd665d81:0%22	https://luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-5.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/files/images/room/deluxe/Deluxe-Room-5.jpg	(from https://luxehotel.webhotel.vn/)
14:29:37	15539/15539	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:37%20GMT	https://luxehotel.webhotel.vn/lien-he	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/lien-he.html	(from https://luxehotel.webhotel.vn/)
14:29:38	20966/20966	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2007:29:37%20GMT	https://luxehotel.webhotel.vn/ve-chung-toi	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/ve-chung-toi.html	(from https://luxehotel.webhotel.vn/)
14:29:38	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%222eca66551b1cc9a90df8bdf40dc7fda9%22	https://connect.facebook.net/vi_VN/sdk.js	C:/Users/Mr%20Duong/Desktop/codweb/connect.facebook.net/vi_VN/sdk.js	(from https://luxehotel.webhotel.vn/)
14:29:38	89476/89476	---M--	200	added ('OK')	application/javascript	etag:%2258e88d8a965ed71:0%22	https://luxehotel.webhotel.vn/Content/Js/jquery-3.5.1.min.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Content/Js/jquery-3.5.1.min.js	(from https://luxehotel.webhotel.vn/)
14:29:38	51465/51465	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c909-Mv32cwvjRTjgk3jsbMVSKdmnAVE%22	https://cdn.jsdelivr.net/momentjs/latest/moment.min.js	C:/Users/Mr%20Duong/Desktop/codweb/cdn.jsdelivr.net/momentjs/latest/moment.min.js	(from https://luxehotel.webhotel.vn/)
14:29:39	21233/21233	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-52f1%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.1/umd/popper.min.js	C:/Users/Mr%20Duong/Desktop/codweb/cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.1/umd/popper.min.js	(from https://luxehotel.webhotel.vn/)
14:29:39	60044/60044	---M--	200	added ('OK')	application/javascript	etag:%22dd1ae16965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/bootstrap-4.5.2/js/bootstrap.min.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/bootstrap-4.5.2/js/bootstrap.min.js	(from https://luxehotel.webhotel.vn/)
14:29:39	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%227dd56965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/owlcarousel/owl.carousel.min.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/owlcarousel/owl.carousel.min.js	(from https://luxehotel.webhotel.vn/)
14:29:39	42863/42863	---M--	200	added ('OK')	application/javascript	etag:%221dd5dc6965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/slick/slick.min.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/slick/slick.min.js	(from https://luxehotel.webhotel.vn/)
14:29:40	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e58-10a9d%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/3.5.7/jquery.fancybox.min.js	C:/Users/Mr%20Duong/Desktop/codweb/cdnjs.cloudflare.com/ajax/libs/fancybox/3.5.7/jquery.fancybox.min.js	(from https://luxehotel.webhotel.vn/)
14:29:40	66304/66304	---M--	200	added ('OK')	application/javascript	etag:%22b016e36965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/daterangepicker/daterangepicker.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/daterangepicker/daterangepicker.js	(from https://luxehotel.webhotel.vn/)
14:29:41	24430/24430	---M--	200	added ('OK')	application/javascript	etag:%228e71dd6965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/validation1.19.3/jquery.validate.min.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/validation1.19.3/jquery.validate.min.js	(from https://luxehotel.webhotel.vn/)
14:29:41	3655/3655	---M--	200	added ('OK')	application/javascript	etag:%224cf7d56965ed71:0%22	https://luxehotel.webhotel.vn/Plugins/rating/rating.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Plugins/rating/rating.js	(from https://luxehotel.webhotel.vn/)
14:29:41	3655/3655	---M--	200	added ('OK')	application/javascript	etag:%229fb1a24fd372d71:0%22	https://luxehotel.webhotel.vn/Content/Js/main.js	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Content/Js/main.js	(from https://luxehotel.webhotel.vn/)
14:29:42	74733/74733	---M--	200	added ('OK')	image/jpeg	etag:%221d5d66cda65d81:0%22	https://luxehotel.webhotel.vn/Files/files/offer.jpg	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/files/offer.jpg	(from https://luxehotel.webhotel.vn/Content/Css/main.css)
14:29:42	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227e9b8fba845d81:0%22	https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400.eot	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400.eot	(from https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/css/all.min.css)
14:29:42	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227e9b8fba845d81:0%22	https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400.eot?	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400d41d.eot	(from https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/css/all.min.css)
14:29:43	78516/78516	---M--	200	added ('OK')	font/x-woff2	etag:%2216b595ba845d81:0%22	https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400.woff2	C:/Users/Mr%20Duong/Desktop/codweb/luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/webfonts/fa-brands-400.woff2	(from https://luxehotel.webhotel.vn/Files/fonts/fontawesome-pro-5.15.2/css/all.min.css)
